,alt,rh,temp,att_bsc
0,2.99218487739563,67.05242919921875,1.20001220703125,-
1,10.971358299255371,63.31950759887695,1.420013427734375,-
2,17.984999656677246,-,-,0.6043821519385253
3,23.937557220458984,61.77262878417969,1.260009765625,-
4,35.906402587890625,60.889522552490234,1.07000732421875,-
5,47.984999656677246,-,-,0.674695105812552
6,48.872703552246094,61.60269546508789,0.95001220703125,-
7,62.83647155761719,60.390663146972656,0.77001953125,-
8,73.80804443359375,60.30753707885742,0.58001708984375,-
9,77.98499965667725,-,-,0.5771215955860716
10,87.77191925048828,61.474727630615234,0.44000244140625,-
11,103.730712890625,62.19563293457031,0.33001708984375,-
12,107.98499965667725,-,-,0.5312842129318637
13,120.68701934814453,62.580718994140625,0.1400146484375,-
14,133.65365600585938,63.53448486328125,0.050018310546875,-
15,137.98499965667725,-,-,0.5011294428202203
16,146.620361328125,63.490211486816406,-0.1300048828125,-
17,158.58966064453125,63.7087516784668,-0.25,-
18,167.56668090820312,64.14888000488281,-0.329986572265625,-
19,167.98499965667725,-,-,0.5010982426029827
20,177.54116821289062,64.41439056396484,-0.44000244140625,-
21,186.51821899414062,64.45848846435547,-0.540008544921875,-
22,194.49786376953125,64.1478271484375,-0.639984130859375,-
23,197.98499965667725,-,-,0.534025870069039
24,204.47242736816406,64.41339111328125,-0.72998046875,-
25,215.44448852539062,64.54639434814453,-0.839996337890625,-
26,224.42166137695312,64.81376647949219,-0.94000244140625,-
27,227.98499965667725,-,-,0.5632416151544971
28,236.39126586914062,65.30752563476562,-1.029998779296875,-
29,245.3684844970703,65.48786163330078,-1.1300048828125,-
30,253.3482666015625,65.75968170166016,-1.209991455078125,-
31,257.98499965667725,-,-,0.5969492998030516
32,263.3230285644531,66.12409973144531,-1.30999755859375,-
33,276.2902526855469,66.90634155273438,-1.44000244140625,-
34,287.98499965667725,-,-,0.6330132368000613
35,290.2550048828125,67.2778091430664,-1.55999755859375,-
36,296.23992919921875,67.79268646240234,-1.639984130859375,-
37,308.2098083496094,68.07512664794922,-1.75,-
38,317.98499965667725,-,-,0.6639240921760973
39,321.1772155761719,68.59672546386719,-1.8599853515625,-
40,331.15216064453125,69.12283325195312,-1.959991455078125,-
41,342.1246643066406,69.41149139404297,-2.07000732421875,-
42,347.98499965667725,-,-,0.7061685284739948
43,353.0971984863281,69.75003814697266,-2.17999267578125,-
44,362.07476806640625,70.28607177734375,-2.279998779296875,-
45,373.04736328125,71.32271575927734,-2.350006103515625,-
46,377.98499965667725,-,-,0.7703108825227593
47,385.01751708984375,71.22272491455078,-2.47998046875,-
48,395.9902038574219,71.62114715576172,-2.600006103515625,-
49,406.9629211425781,72.17326354980469,-2.709991455078125,-
50,407.98499965667725,-,-,0.833014155164076
51,415.9406433105469,73.24112701416016,-2.779998779296875,-
52,429.906005859375,74.48326110839844,-2.839996337890625,-
53,437.98499965667725,-,-,0.8368753039619616
54,439.8813171386719,74.43058776855469,-2.959991455078125,-
55,451.85174560546875,74.79660034179688,-3.089996337890625,-
56,463.8221740722656,74.79611206054688,-3.220001220703125,-
57,467.98499965667725,-,-,0.8334821743461969
58,475.7926940917969,75.58793640136719,-3.30999755859375,-
59,485.76812744140625,75.8536605834961,-3.41998291015625,-
60,496.7411804199219,75.4279556274414,-3.519989013671875,-
61,497.98499965667725,-,-,0.8521594474334558
62,508.7117919921875,74.53235626220703,-3.660003662109375,-
63,518.6873168945312,74.2709732055664,-3.75,-
64,527.9849996566772,-,-,0.8980657850558146
65,529.6604614257812,74.47926330566406,-3.850006103515625,-
66,538.6385498046875,73.95841217041016,-3.910003662109375,-
67,548.6141967773438,74.58317565917969,-4.009979248046875,-
68,557.9849996566772,-,-,0.9809407863572962
69,558.58984375,75.47859954833984,-4.100006103515625,-
70,566.5704345703125,77.41500091552734,-4.220001220703125,-
71,576.546142578125,78.45909881591797,-4.329986572265625,-
72,587.51953125,79.51880645751953,-4.47998046875,-
73,587.9849996566772,-,-,1.0502923893846179
74,597.4953002929688,79.68734741210938,-4.57000732421875,-
75,609.46630859375,80.6514892578125,-4.66998291015625,-
76,617.9849996566772,-,-,1.0937214954429741
77,618.444580078125,81.1095199584961,-4.769989013671875,-
78,630.4156494140625,82.15116882324219,-4.8800048828125,-
79,639.3939819335938,82.38438415527344,-4.989990234375,-
80,647.9849996566772,-,-,1.1080313521690823
81,649.3699951171875,82.67710876464844,-5.079986572265625,-
82,658.348388671875,83.32556915283203,-5.16998291015625,-
83,668.3244018554688,83.5626220703125,-5.25,-
84,677.9849996566772,-,-,1.161303498780688
85,678.3004150390625,83.56229400634766,-5.350006103515625,-
86,688.2764892578125,84.15858459472656,-5.449981689453125,-
87,698.2526245117188,85.18341827392578,-5.55999755859375,-
88,707.9849996566772,-,-,1.2284764697584716
89,708.228759765625,85.54826354980469,-5.660003662109375,-
90,718.2049560546875,85.97620391845703,-5.75,-
91,729.1787719726562,86.77749633789062,-5.8599853515625,-
92,737.1597900390625,86.65336608886719,-5.949981689453125,-
93,737.9849996566772,-,-,1.2632495746481909
94,748.1336669921875,87.58694458007812,-6.040008544921875,-
95,759.1076049804688,88.6585464477539,-6.160003662109375,-
96,767.9849996566772,-,-,1.3054804530335071
97,770.0816040039062,88.65829467773438,-6.259979248046875,-
98,781.0556030273438,88.9760971069336,-6.3599853515625,-
99,793.0272827148438,88.27779388427734,-6.449981689453125,-
100,797.9849996566772,-,-,1.3597747167713738
101,804.0013427734375,88.5306625366211,-6.54998779296875,-
102,813.9778442382812,88.84796905517578,-6.649993896484375,-
103,824.9520263671875,89.87249755859375,-6.75,-
104,827.9849996566772,-,-,1.4621539372432488
105,836.9238891601562,92.42562866210938,-6.899993896484375,-
106,846.9004516601562,92.49195098876953,-7.009979248046875,-
107,856.8770751953125,93.16000366210938,-7.100006103515625,-
108,857.9849996566772,-,-,1.5446881933588277
109,867.8513793945312,93.36133575439453,-7.209991455078125,-
110,878.82568359375,91.03992462158203,-7.290008544921875,-
111,887.9849996566772,-,-,1.6835398746290775
112,888.8024291992188,89.87104034423828,-7.329986572265625,-
113,901.772216796875,90.90888214111328,-7.44000244140625,-
114,912.7466430664062,91.5642318725586,-7.54998779296875,-
115,917.9849996566772,-,-,2.072016018705285
116,924.7188720703125,92.22484588623047,-7.66998291015625,-
117,935.693359375,92.75714111328125,-7.790008544921875,-
118,946.66796875,93.2257308959961,-7.889984130859375,-
119,947.9849996566772,-,-,3.9100892456669376
120,958.6402587890625,94.2389907836914,-8.0,-
121,970.6126098632812,94.85277557373047,-8.1099853515625,-
122,977.9849996566772,-,-,23.601348692527548
123,983.582763671875,95.40209197998047,-8.22998046875,-
124,994.5574951171875,95.88567352294922,-8.339996337890625,-
125,1006.5299682617188,96.37197875976562,-8.470001220703125,-
126,1007.9849996566772,-,-,199.2593766006926
127,1019.500244140625,97.3530502319336,-8.589996337890625,-
128,1032.4705810546875,98.06062316894531,-8.709991455078125,-
129,1045.44091796875,98.70235443115234,-8.850006103515625,-
130,1058.4112548828125,99.27674102783203,-8.970001220703125,-
131,1071.3817138671875,100.0,-9.089996337890625,-
