,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
65.0,4.928680752137592e-07,1.0707880203418423e-06,5.101913776718613e-07,3.89157729326216e-07,7.466430753767029e-07,7.628844068850802e-07,8.05741940513542e-07,9.647958774420225e-07,3.577254196116246e-07,3.172009480158981e-07,4.871305082271443e-07,4.623941374127444e-07,2.6626114159723463e-07,4.6376770544210135e-07,9.653966404528007e-07,9.312286824786192e-07,-7.125787989315524e-07,3.7065407782748615e-07,1.8239531232510742e-06,1.6700436585614836e-06,4.042314064404711e-07,6.306265427997093e-07,2.7096040350692096e-06,6.142233366173694e-07,2.745923688716319e-07,6.493935041438209e-07,1.8939213294581755e-06,8.11367610449173e-07,3.957206843822719e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,4.516710757520302e-07,7.411445225141674e-08,8.328141145888452e-08,4.038955658959026e-07,9.464792069108809e-07,2.698103871551643e-06,6.615368537668786e-07,7.104020998750683e-07,2.007014471060029e-06,7.739260101694868e-08,4.881125446541514e-07,8.01297762700005e-07,3.8802416535749796e-07,4.511252769485851e-07,7.97610145479176e-07,4.904139083246063e-07,2.8294974121457053e-07,3.631037878016298e-07,3.248899185309979e-07,4.6252765625987793e-07,1.0068248736649575e-06,4.803355358158106e-07,1.043027104103452e-06,8.268056148648376e-07,3.1631014561070006e-07,4.786658028497087e-07,4.3328251630593993e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,1.2550505427913763e-06,6.915776132695929e-07,7.370739773769324e-07,8.682847628540509e-08,7.038961126192994e-07,3.5264120275046143e-07,7.991737131098109e-07,1.3862900821455278e-07,3.0898745684078814e-07,8.928477134307598e-08,4.984978785532735e-07,1.04521052814145e-06,8.203647923885066e-07,3.5896674896461107e-07,8.027428379963059e-07,1.4312130010346357e-07,5.194026471575965e-07,5.859441785660044e-07,2.8151010594506458e-06,4.2898048760481815e-07,-6.8961830946792e-07,2.613939287029241e-06,2.3155102537514926e-06,1.7939614600876123e-06,2.539104532596472e-06,4.790622085794204e-07,1.708100920703463e-07,4.6187735474209243e-07,2.5802852460264037e-07,3.128965648465053e-07,5.550738516834213e-07,1.9344182466789833e-07,5.073638405095784e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,8.082083172696215e-07,7.299019857556307e-07,4.2756569416450455e-07,4.951712264328628e-07,4.91653839754682e-07,4.935771717962763e-07,8.508500291773887e-07,2.6678344848983325e-07,8.12741608056869e-07,7.950388709351921e-08,4.086008494722541e-07,7.907251264725531e-07,7.85866302066035e-07,6.61643809594204e-07,1.654808710145174e-07,1.3895611745167144e-07,2.341867936013842e-06,3.826971071939858e-07,3.7624927547569774e-07,1.0905273060408324e-06,2.855712065348822e-07,3.544211060698425e-07,3.33709756466428e-07,4.758748410136883e-07,1.657665731734163e-06,3.1709578237510076e-07,7.542117118334106e-07,3.859277274296077e-07,2.1564964027356448e-08,-1.4730025226835022e-07,2.0980203593756645e-06,1.2204504348289709e-07,1.0915155466350955e-07,1.0054322849261486e-07,8.16181223028744e-08,2.201452572560578e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,6.641595468613128e-07,5.449174406142838e-07,8.162309495808546e-07,7.824815485911338e-07,7.283198972032324e-08,6.024736424394673e-07,2.818678790594803e-07,3.6658403086404417e-07,1.3944665095153549e-06,3.7145748313378276e-07,4.179331794149607e-07,7.187837494210163e-07,2.6242040084834508e-06,2.5022083842600246e-07,2.8124698456455135e-07,3.6315040048005173e-07,4.392521447840968e-07,4.7195777811054493e-07,3.452753027276365e-07,5.09780291786931e-07,8.520737590176897e-07,2.191401162820589e-07,1.592228629138622e-07,4.993310394826835e-07,1.8571577409793882e-06,1.1146004313092787e-06,1.7538314395343354e-07,3.39876657538086e-07,2.593834462012316e-07,1.0709542730285689e-07,1.8111757822499453e-07,8.616008909786173e-07,1.6376562597301854e-07,7.174663543861104e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,1.3344107274526388e-07,7.986189257439964e-07,3.563328128107894e-07,4.96316470847937e-07,4.302820497349341e-07,3.819192449304282e-07,2.1575363351405785e-06,1.0013650569129801e-06,9.80921314751696e-07,5.946224228837794e-07,1.7738659689085744e-07,1.7547149204902788e-06,1.9369868665818518e-06,2.1051776127150247e-07,4.842396844392679e-07,2.5339563348002656e-07,2.640588983454656e-07,5.470583779190828e-07,2.6878490701873527e-07,4.969916643580689e-07,4.237938414993151e-07,1.3304795160234278e-07,7.013241970222118e-07,2.6650079543980093e-07,2.5885958694821867e-07,7.639727826350851e-07,2.946930677375681e-07,1.2653646737769516e-06,2.4573898333514277e-07,2.8425778740613186e-07,2.3353474527394854e-07,1.0865113704780165e-06,1.3249923153345412e-06,3.727454659794719e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,5.960079611342551e-07,2.2879850320374184e-06,4.995448183633681e-07,1.1408823335030178e-06,3.334070214504636e-07,3.54048676134547e-07,1.2631950383041526e-06,1.114729300984074e-06,4.907460752640939e-07,3.6019491403624357e-07,1.6638060610804333e-06,3.818057556816182e-07,2.954428323354492e-07,2.605473108977769e-07,1.2076726018496066e-06,8.388917881474113e-08,8.377338696721534e-08,2.735341626220966e-07,2.727239503096426e-07,5.504186727431746e-07,1.8594632991657276e-06,2.6759290875022607e-07,5.844106076216675e-08,2.1137873151234494e-06,5.2508337768022615e-08,3.05200764432579e-07,7.835015080325713e-07,4.927771964387632e-07,5.188132714411537e-07,1.381404290720551e-07,1.6547075548967533e-07,1.934798294713851e-07,7.118830547827945e-07,2.8773008621116867e-06,1.1622208787653641e-06,2.8719337368888223e-07,2.456500478418382e-06,5.318889528597682e-07,1.4563069415092415e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,3.563009815090322e-07,1.0231091443569983e-06,2.2612538505903544e-06,8.938436314354379e-07,1.5194097091055149e-06,6.014153394512886e-07,3.2596893256871695e-06,2.2186548308799504e-07,8.862957151710677e-07,8.313032866025212e-07,4.456795996192797e-07,3.15666898825836e-07,2.7941505949362705e-07,5.761659638892332e-07,4.6183263656801413e-07,4.347492699002875e-07,4.552525192183631e-07,5.196502418239679e-07,2.3625704178872758e-07,6.340534524903445e-08,6.898269764838865e-08,6.944551932133374e-08,5.635379449210349e-08,2.2458585550935278e-07,2.555699035372738e-07,3.5428459311470775e-07,9.51254659275953e-07,7.836585432204132e-08,1.1337166869075323e-06,7.391343741494864e-07,2.754493985463088e-07,2.400044029899121e-07,1.2288530092468522e-06,1.4642124694267226e-07,8.606237205470641e-07,3.901043367700412e-07,1.3616863103535157e-06,1.6972631153430434e-07,1.108510758988516e-06,5.105491620607801e-07,4.162529248092617e-07,2.3100580567121525e-07,3.746678547732424e-07,1.912220189377412e-07,7.874087221986298e-07,3.061588523430467e-07,2.874419253476227e-07,1.1821351623868829e-06,6.026647591407796e-07,2.731018768791211e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,-3.961685841786081e-08,5.805806959162268e-07,3.251776101587975e-07,4.5396248637174406e-07,1.2149560018468802e-06,4.314447023038982e-06,6.918276365432805e-07,5.172240083970665e-07,6.196826601121048e-07,8.423951496124285e-07,9.054125669194688e-07,1.1404436841224407e-06,3.077286421060928e-07,2.4997898453556457e-07,4.3815685514361526e-07,4.951765448629294e-07,2.2374452622569058e-07,4.554791519752263e-07,5.043089923024236e-07,2.3204972561823394e-06,2.4569611634473196e-07,7.455591174820681e-07,5.755611676463168e-07,1.5160080807492517e-06,1.7035546959828322e-06,8.144519927681231e-07,7.978177409362143e-07,1.7837839628019386e-06,1.0105549533865874e-06,9.672673712698566e-07,2.9747060202273817e-07,2.771626619632313e-07,2.6608732790126276e-07,2.466183804443505e-06,2.7699777622058907e-07,2.7700735595565873e-07,5.255994574287163e-07,3.000012621045455e-07,7.360612614750928e-08,2.4175824286401907e-07,2.622447013843506e-07,1.3027208754420602e-06,2.7236288119076903e-07,2.454269629073167e-07,4.688141465458707e-07,2.490598482556962e-07,3.636706644807287e-07,6.980551378863519e-07,1.579396973497022e-06,1.6778317948016686e-07,1.3300973392431048e-06,3.57285518310972e-07,8.739654717370188e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,4.487481227590855e-07,7.957352090956371e-07,7.54476898132461e-07,9.352505674135789e-07,4.571657508103584e-07,7.820006013612025e-07,2.5400774654087323e-06,1.1308507028381155e-06,1.0766544143426263e-06,4.520279423124186e-06,6.55272266078165e-06,7.599678622895609e-07,1.165095645596804e-06,2.8043655016848705e-07,3.869396524765919e-07,1.1549309496941898e-06,1.6961081894790428e-06,2.0159988051760897e-06,8.016368872548992e-07,6.339434035870234e-07,2.5747334670526563e-07,1.1850415456327547e-06,1.152811896987458e-06,1.327311722979026e-06,2.2334759334385874e-07,2.7173803338347583e-07,5.777961941155375e-07,1.2043370551069774e-06,3.838823211235519e-07,4.685343555177895e-07,7.872116843644995e-07,3.6825248103889765e-06,4.7417463085905227e-07,4.1284947791295594e-07,3.8729663910476206e-07,7.487356415032431e-07,2.9390406339771076e-06,1.1779927587530663e-06,8.777584113730594e-06,1.7728164317256972e-07,1.1883933691617762e-06,1.195535062347374e-06,3.648650547791174e-07,5.66955762252284e-07,8.893762661587648e-07,2.1083420037305454e-06,3.9820564418287393e-07,4.692214570493137e-07,3.2087670204302986e-07,1.180394786754219e-06,2.470624941019295e-07,2.8701983692839356e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,3.5616586301316914e-06,1.0041466867752977e-06,9.445965076408659e-07,3.8267944164336427e-07,3.930385009218946e-07,9.805830383848715e-07,4.770292706830552e-07,2.7861502769187345e-07,5.875386118292869e-07,6.463952762131079e-06,1.2335430649560674e-07,5.116523257248448e-07,2.385491683819767e-07,1.8527962882092889e-06,8.654985000906692e-07,2.511769114951425e-06,6.038939852697226e-08,9.794396201638704e-08,1.2706046037858698e-06,2.36858991793537e-07,8.053085720446141e-07,8.013697448234065e-07,9.164763715897188e-07,5.5419837216152e-07,1.739383636377466e-07,3.502249975856709e-07,4.298400258864711e-06,5.994197422120003e-07,7.591935103986421e-07,3.811352798758184e-07,5.371592436690408e-07,1.246210282714541e-06,7.229746740631893e-07,2.9797548031635673e-07,4.868104945015958e-08,2.96639698177598e-07,7.304924292105833e-07,5.176139110103809e-07,4.80900783964818e-07,7.303816512570571e-07,1.1290844095544313e-06,9.374702256946644e-07,8.257981570569614e-07,4.841730950166673e-07,1.4003519052012735e-06,3.9043171315567015e-07,3.059857455693445e-05,5.241015842444671e-07,1.1344525582245043e-06,5.287215228434016e-07,3.4587300233087e-05,6.69744586753269e-07,6.635344182254882e-07,7.013765832845366e-07,9.309380090148203e-07,9.495174008922365e-07,1.7959689633848016e-06,2.7847806006384505e-07,2.603991702443172e-05,6.693115442066314e-07,7.736888605476047e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,7.711375349954696e-07,8.561308101548922e-07,5.528748682000714e-07,1.8131667003088777e-06,7.027933983575244e-07,3.7199426415551275e-07,4.008091311763712e-06,2.655279440451038e-07,8.940093003770029e-07,9.293771093912226e-07,1.8707406644128539e-06,9.23762319553218e-07,3.9486322123134917e-07,8.379988038906008e-08,9.06428650901881e-06,1.324524161553824e-06,4.824286702640746e-06,1.26709147398729e-06,4.5226443833585e-06,1.2352096582787413e-06,5.687155389124894e-07,4.2682851667337037e-07,3.502507802716031e-07,7.071620652501746e-07,2.1789808779328459e-07,1.2044872189996914e-06,3.1104380799235156e-07,8.185443335394685e-07,4.112605838414563e-07,5.295831736532599e-07,1.8184675551869442e-06,4.862688236967677e-07,1.098244600894871e-06,8.441480506283538e-07,5.009221081426158e-07,2.1044456802616275e-06,4.3784019170051325e-07,2.6510406056871817e-07,9.736198552840662e-06,1.0242069793956636e-06,4.944641710568086e-07,5.925384406324301e-07,5.959365772449924e-07,5.84000004917127e-07,6.239478777964307e-07,9.557417329646926e-07,1.9834012307231907e-06,1.152895523340405e-06,1.109857888493387e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,8.362161502183975e-07,2.7322760196500325e-07,5.414295169195694e-07,5.822200652174475e-07,8.084939387059022e-07,5.281562572002091e-07,2.282184689404088e-06,8.509486758130423e-07,9.497490281898912e-07,8.1855444934353e-07,9.862905989074691e-07,5.68530563939819e-07,6.952860930936709e-07,5.3895028792456506e-08,7.039999543212809e-07,5.87521070493067e-07,1.4054964692179116e-06,1.3206295722161425e-06,7.103312084823402e-08,1.0407476765924125e-06,8.389043036237168e-08,8.206184419327837e-08,1.1710809037603499e-06,1.108612240399371e-06,3.581249576265018e-07,6.215529902266573e-07,8.373894081273185e-07,5.122412017626655e-07,5.160063749717266e-07,4.946347645505097e-07,-1.4946450570590127e-07,5.407243661710441e-06,5.63908946793986e-06,5.797553218719418e-07,6.166955799620075e-07,4.128563790970756e-07,5.874469131165782e-07,7.640529332567076e-07,5.734575280235456e-08,9.872629315870247e-07,3.1542474106616804e-07,5.974423929356897e-06,6.033476740574004e-07,1.1412427141578996e-06,5.261527225799283e-07,5.722285252698361e-07,6.945972399867284e-07,5.6593287967628136e-08,1.253720745195484e-06,9.130663210050641e-07,3.7130181314164377e-07,6.850339232879787e-07,1.395207006870805e-06,3.0092905531028076e-07,1.6843255055170768e-05,1.2652313302545039e-05,2.02314408238045e-07,7.575134556968106e-07,4.855105921526515e-06,9.76311613712004e-07,5.506533601010879e-07,3.37535132476044e-07,3.717262438128556e-07,5.673548608044782e-07,7.397658319860346e-07,7.0919108539312756e-06,6.351363469186677e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,1.6763864195954227e-07,1.6070455595962333e-07,2.403175144166513e-07,1.8015268654581835e-07,8.861275388677747e-07,2.0026402599799318e-07,5.222559892667478e-07,2.2866167334296506e-06,2.0531933240723528e-07,1.3971935448002666e-06,3.678739466577395e-05,3.8981892864343223e-07,2.152048657336199e-05,6.448963106455032e-07,6.208627854938985e-07,8.93215242686674e-07,7.402335029043005e-07,6.953630214648975e-07,9.75764447607779e-07,1.2383119222705314e-06,3.224198265889544e-07,2.5605796358935303e-07,2.071371162110709e-07,1.8800139759860695e-07,1.953140296282045e-07,1.996432086436928e-07,2.0060534180099825e-07,9.719160941128859e-07,6.12313273182928e-07,2.1288321963420384e-07,1.6774572272545145e-06,7.218728699674243e-07,5.655257368323869e-07,1.4654030625636022e-06,6.531314280337662e-07,5.0163213923413765e-06,2.35741575146499e-07,6.289737102324874e-07,1.0118759865309272e-06,5.511495159457243e-07,1.2660203431870268e-06,7.073497154907719e-07,8.280258276305743e-06,3.3168245739991574e-07,5.198664479470841e-07,6.048483883216266e-07,3.519425986075056e-07,5.196709197890433e-07,1.1406005621006318e-06,3.297829606980441e-07,5.873136874791175e-07,5.739376285614038e-07,6.325085909073103e-07,3.5876453880358557e-07,3.6233827668310125e-07,6.670356403385123e-07,5.430267004983776e-07,9.491510548919398e-07,7.98652707693211e-08,6.02960551617102e-07,5.718925146396149e-07,1.9878766951326753e-06,2.3852785605485593e-07,2.4744199245892764e-06,5.057554446052978e-07,2.8061556399332997e-07,1.1636811283107899e-06,6.060704041417788e-07,5.280673336109195e-07,5.422316173410238e-07,4.373259118291227e-07,4.427328521366883e-07,3.899138059456285e-07,8.451999537345287e-07,1.5454579111552937e-06,5.507917448856409e-07,6.811181346921759e-07,5.779830639117239e-07,5.981038247959606e-07,4.381069792095432e-07,1.0965326430353934e-06,1.0617206608274041e-06,1.986551718050668e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,1.533688065102905e-06,6.265564108618892e-07,5.357090094649127e-07,1.226965127198862e-06,3.529773574323009e-07,3.562315044139164e-07,5.986016994588322e-07,4.4900376881025485e-07,6.877453109765558e-07,6.863083728085192e-07,6.621870454667156e-07,2.8310859596913613e-06,7.504861115997591e-07,2.408171668645799e-07,8.399430361891015e-06,7.358590468013583e-07,9.609069957524944e-07,7.275068766512435e-07,6.694023090883048e-07,5.365835224069513e-07,4.609795197742882e-07,4.147241403924127e-06,2.945997677451082e-07,8.358222782822362e-07,5.304360819658348e-06,4.2456409578284184e-07,6.364684589066071e-07,5.827470156350783e-07,5.551627519309598e-07,5.317778839951337e-07,6.009131511241756e-07,2.8153532920789435e-07,7.258827433888646e-07,4.0037974006375506e-07,4.759667498273839e-07,4.816492561965776e-07,3.9559554771835087e-07,7.617206754768553e-07,1.0036113190686377e-07,5.315665969975756e-07,1.5156424974362361e-07,1.4086761961079684e-07,7.932481084130105e-08,2.109905800880814e-07,4.3752530872479095e-07,6.465663840209164e-07,1.2904040638360554e-06,2.2063394701019656e-07,4.86504639567326e-07,7.159949099703919e-07,8.426202593773218e-07,1.0061125254685433e-06,5.206645089109267e-07,5.70817348980411e-07,9.886613235256368e-07,3.1774793329746677e-06,9.048408150554542e-07,7.014532310462815e-08,6.124451002145145e-07,6.042961012626504e-07,3.2908786859001153e-07,5.415944967752188e-07,3.7058114550934203e-07,-8.771739045848728e-07,1.5381442084716212e-06,4.4879687994476377e-07,3.2859032096262065e-07,5.11075755316892e-07,5.788708889482835e-07,1.217740254256381e-06,6.08340470700629e-07,1.8507062115879677e-07,6.079518953251773e-07,1.0192430608045198e-06,1.973918351297768e-07,1.1695474698858115e-06,3.12457914644528e-07,2.1123518868338048e-07,3.4608052504779377e-07,3.221745193428691e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,1.3721207249752759e-07,2.742778750919201e-07,3.203545598431549e-06,7.076805603823596e-07,7.986729749067071e-07,5.534932771554842e-07,7.348970083240387e-07,7.320116678854835e-07,8.090762566011467e-07,5.632412812133738e-07,1.3279917371142309e-06,5.701195692403679e-07,5.321360086242681e-07,1.9555639192656373e-07,9.801423006585337e-07,4.631032543112623e-07,9.676934908526979e-07,8.311707968462128e-07,6.234604626694266e-07,5.612676659060031e-07,5.839009837664143e-07,2.14471281623922e-07,6.319008555391152e-07,3.037102286056337e-07,6.770760755333742e-07,1.437466516792972e-06,8.628212664588178e-08,7.299021560102675e-07,3.579867668449443e-07,1.339452668678943e-06,3.378776868478322e-07,6.418543259950018e-07,3.25327617837892e-07,3.3436995069200503e-07,3.4289855102450537e-07,5.625459479096994e-07,8.326094221291262e-06,5.557398326949523e-07,1.6428431972112088e-06,7.716005039625453e-07,7.532774802476399e-07,5.108760224173847e-07,2.1586963366204307e-07,6.208748061702502e-07,2.2285261054702325e-07,7.992135152712312e-08,2.0629301508846603e-06,1.0345102220469695e-06,9.239487824425447e-07,9.46211224147194e-07,9.800526715654499e-07,2.995655506317881e-07,7.621765994659726e-07,3.401471313363868e-07,9.587251832051563e-07,8.199186117032476e-07,3.622233361927842e-07,3.505830689431192e-07,3.7342276794866583e-07,1.0929511444527243e-06,1.0663581630832953e-06,7.665134102719225e-07,6.941887798450886e-07,4.119512814891954e-07,1.2886097855453103e-06,6.07478010810013e-07,3.270810517629404e-06,4.038053689393081e-07,2.46906937654248e-07,5.53330522939909e-06,2.640429546717204e-07,5.93573892958181e-06,8.527096418977295e-07,6.302247325783356e-06,7.313182527343507e-07,2.2031969642016067e-07,3.0685962180277096e-07,7.464231986987009e-07,3.684983722864441e-07,1.3395008946868795e-06,2.9341205906566754e-07,1.1212301776770803e-06,3.7430107367515676e-06,1.8150305626187835e-06,5.685638304474096e-07,3.7060005453827902e-06,6.013767344476012e-07,5.238424889761805e-07,7.297900413988703e-07,1.3626275778444386e-06,6.187764247559978e-07,1.5536007919749727e-06,1.3669218918377597e-06,2.0371165392125785e-06,,,,,,,,,,,,,,,,,,
81.0,5.57785871403579e-07,1.5316891237091334e-06,1.5955555979571826e-06,2.548064184049403e-07,2.328571746252814e-07,6.69045701001112e-07,4.381598790325231e-07,5.897954089446761e-07,6.721882917948768e-06,6.544498333990652e-07,2.413334522926604e-07,4.801492279511118e-07,-2.634052339082819e-07,6.04645419920419e-07,7.985558212678407e-07,1.0768343795955803e-06,3.8635860987676106e-07,2.5878284029139874e-06,6.594041995944998e-07,5.79949738231563e-07,2.4938025340417076e-07,5.180167471242277e-07,2.4577590482859885e-07,1.9282065539067282e-07,2.3566117263771496e-07,1.2240664683712934e-07,2.836114351563082e-06,3.094201543403266e-07,3.1905123320706807e-07,6.398544784013921e-07,4.986656773938447e-07,1.4841554245652162e-06,4.615635737593818e-07,3.5538417056265136e-07,1.3128770382684344e-06,1.511137685074738e-06,3.265516440183868e-07,7.43783931076462e-06,6.592916819182123e-07,4.37866738051843e-07,6.694588837339346e-07,2.8706791300765166e-07,6.234568140328155e-07,5.13634892438982e-07,1.1052003179431554e-07,5.703767823901435e-07,5.283337533839583e-07,4.2738169362998833e-07,1.0270525061469767e-06,6.157079190189262e-07,6.032263818138656e-07,7.429044594652407e-08,5.76702911922779e-07,5.307734700721611e-07,2.2599662173765135e-06,2.4882014090037626e-06,1.858054256865094e-06,1.7885135860702555e-06,1.5736912531315683e-07,5.548847086804055e-07,3.3041597150347624e-07,7.100960997466265e-07,2.555870115089316e-07,2.457848774888279e-07,3.814267792708144e-07,4.175119237681107e-07,3.7023960228607855e-07,5.881558033503341e-07,4.073758364515206e-07,3.8370259167572493e-07,3.2046905766582256e-07,9.71086068491113e-07,1.4119934108513518e-06,3.790073925426226e-07,5.597490423390277e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,4.0617474364836173e-07,1.7433486869988724e-06,4.878258434889577e-06,4.446095529398516e-07,3.7317249224425967e-07,4.2308703013302593e-07,3.8876675917135636e-07,1.0272187806204242e-07,2.882002940707213e-07,3.223919648902562e-07,6.775780957598336e-07,1.893689314370196e-06,3.340092078625842e-07,2.7550759547178075e-07,1.469861579168287e-06,1.095673653427425e-06,6.030809860948692e-07,5.58686678874398e-07,1.4741281650464134e-06,3.471432537871539e-06,1.0239415875516197e-06,1.666975049508029e-06,5.70319050204301e-06,4.834788125047629e-07,2.615572702202746e-06,1.383668202270118e-06,8.601390672212253e-07,6.634481229384281e-06,5.691527586358048e-06,6.934474847539179e-07,2.547099383915968e-07,1.1692746359288554e-06,1.3802637660911124e-06,2.439068460966928e-07,2.616791741054627e-06,6.527321683079441e-08,3.996347876462358e-07,3.027671329409945e-07,7.785632490504555e-07,5.393351038695119e-07,4.848362445484444e-07,1.4023737694123148e-07,2.044292663483579e-06,6.174961408079184e-07,5.715091797729591e-07,9.287813113010429e-07,4.6241306432558503e-07,6.075230322925476e-07,3.3305200739643684e-07,1.5788500789699974e-06,1.4236634466100437e-06,9.908493386913624e-07,5.337340548243758e-07,6.486029883381034e-07,6.691556688584551e-07,6.400667019588879e-07,6.917875538543686e-07,7.857379750536366e-07,5.733242828474859e-07,6.101015480929318e-07,7.143875966739063e-07,2.63841527225439e-07,1.4255093079619873e-06,6.456194700327549e-07,3.4294717367622113e-07,5.739114466254519e-07,5.571366300519265e-07,2.1641598445430557e-06,3.731145411712109e-07,3.079719013735525e-07,8.111056201920562e-07,4.069209019499122e-07,4.516392728391397e-07,2.500543358941647e-07,8.209119337604435e-07,5.997688822695709e-07,6.47871553803037e-07,4.72857645148883e-07,6.230878101869332e-07,6.132778571073038e-07,1.9309361107532467e-07,1.37582850738091e-06,9.375449275445037e-07,9.497243345394503e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,2.2626151318944532e-07,2.6564536017872625e-06,1.4461981282406698e-06,-4.042823692175284e-07,7.907963194929658e-07,6.812524640833014e-07,6.00974574417551e-07,3.075549664661264e-07,2.0488404915895335e-06,7.02090385248552e-06,1.4267549513345018e-06,1.0061691089682132e-06,6.202664515766294e-07,3.2207853583902956e-07,8.917665629369667e-07,3.7647151895598387e-07,5.935744702105519e-07,4.705634188310808e-07,7.637764450308266e-07,1.143051081122243e-06,4.092566918159001e-07,4.080190979198671e-07,5.129846748169988e-06,4.624091127271772e-07,3.3762985573355546e-07,2.3524684178163212e-06,1.4670264723861924e-06,1.39194623787253e-06,8.855212383564236e-07,2.451322454929729e-07,2.2993281755120264e-07,1.60062647029917e-07,6.410109401494922e-07,5.625984645248667e-07,7.62323910343853e-08,1.5250623081882866e-06,3.1906610029650817e-07,2.774015794123488e-07,5.56040439176271e-07,6.6152273834196545e-06,8.895572751482823e-06,5.673845756671147e-07,3.619121249466608e-07,4.4946346383666814e-07,3.0509509264982e-07,6.962009457189671e-07,1.519446950332569e-06,7.123666921500648e-07,5.85672726243766e-07,5.67067089924708e-07,6.024755313278731e-07,6.640541209437493e-07,6.739835083786465e-07,5.056636427131372e-07,6.512351885668496e-07,5.384529533029957e-07,6.49540059938515e-07,6.235115886544346e-07,1.5455693238669898e-06,9.218388715637772e-07,7.542365823539434e-07,6.05612403787801e-07,1.7582829719956933e-06,8.577703265087537e-07,8.840886420536367e-07,1.0978274318789686e-06,3.823343383785424e-07,5.18015395593017e-07,1.8316056754198023e-06,4.447630530742332e-07,1.5664676212724654e-06,1.6613851291995403e-06,5.585503227366924e-06,1.2019584205228428e-06,1.2293949004540892e-06,7.156223947031259e-07,1.0002412211241688e-06,4.978542509048127e-07,5.271788131151241e-07,1.5970836680508164e-06,3.838726074539977e-06,8.923551959057742e-07,1.4567972232607489e-06,3.8716057639703796e-07,5.079812109520822e-07,2.412323488266683e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
