,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
85.0,1.9356337597692815e-05,8.678665192738945e-07,2.9097725521229282e-06,1.0409460753580728e-07,1.806841239921157e-06,1.2289124068268773e-06,2.75470784541213e-05,9.66665229119325e-07,7.085521772344891e-07,6.509569878791723e-07,7.743914290140238e-07,3.80810131473289e-06,2.278625573016245e-06,2.1480044105814577e-07,3.6336275049274555e-07,2.3970526063136242e-06,6.135454290588633e-07,8.285998746575989e-07,1.5026132584635417e-07,2.0903343450520833e-06,4.9603007019325575e-06,8.4921068714557e-06,5.431651758605581e-06,1.1310554366044774e-06,4.562858855614346e-07,5.645318817672623e-07,3.6903493870141494e-07,1.3960017121754432e-05,3.140877381300839e-07,2.3499646777766764e-07,6.988214244372877e-06,1.619485773544648e-05,1.7683899579571152e-06,1.2284764697584715e-06,2.737400807898787e-06,1.6127200360664166e-05,2.411352830500814e-07,1.8063625885011792e-06,1.390743413362121e-06,1.1824973486511827e-05,9.605088448032336e-07,2.7909925740189676e-07,3.8669251234405524e-07,3.592142391764322e-07,2.8360178359375003e-06,3.5681542836858567e-07,2.355323040667153e-07,1.0530886702361586e-06,,,,,,,,,,,,,,,,,,,,,,,,
86.0,1.4979845377604166e-07,8.853107918758394e-06,7.271614581215147e-07,2.867636885610604e-05,1.4240437202812268e-06,1.5065909804314527e-07,1.2632495746481908e-06,2.0961956462597156e-06,5.901487090396551e-07,2.4293013952723025e-07,2.393247040629571e-07,1.9062570493281997e-06,7.257308689894711e-06,4.59959296938197e-07,3.4523942896895218e-06,1.1350813339258456e-05,9.436871443056035e-07,1.158789359375e-06,1.8364843201508417e-06,1.327476714839353e-06,4.323141295340487e-06,5.6075477681259374e-06,3.4325637472971655e-07,3.659051259845158e-07,3.5303890875488507e-06,2.188665667745871e-06,3.044537764348732e-06,1.6333140105885038e-05,6.415358748870933e-07,2.5148172346190346e-06,3.897668546947287e-06,2.2206695425790816e-07,1.0224294766288884e-06,1.8623676481119791e-07,3.855623547562757e-07,1.463476499285412e-06,7.748366776638235e-07,8.173677447602323e-07,1.3963772858033305e-05,1.3992941455452433e-05,1.7380690318432922e-06,3.5354175232212555e-07,9.957308528645834e-07,1.2944800193551752e-05,3.988485775747902e-06,2.37893719371375e-06,8.893455312121004e-07,1.7284489645512791e-06,3.8111742042241827e-07,1.1978821441525248e-06,1.2004318096498903e-06,,,,,,,,,,,,,,,,,,,,,
87.0,7.775759948464599e-07,1.9367901969262357e-07,5.681935616853828e-06,6.794196069523393e-07,1.3990711275683581e-05,6.868191033631411e-07,1.9333423781151274e-07,1.72175816158205e-07,1.8637681490224315e-07,3.457257281103157e-07,2.200298691716503e-06,1.1362581351644327e-06,1.3431171117579642e-05,1.3577105034835532e-05,1.364572146056017e-05,7.4153098116400665e-06,1.387268746373693e-05,2.7591301644806744e-06,5.101535783116208e-06,1.6167396021517692e-07,2.387852921819541e-06,1.6286876100994553e-05,2.8142585744231025e-06,2.835529784811452e-06,3.8120449479166664e-06,1.4525534023960049e-06,4.1584489342695264e-06,4.365001975880785e-06,1.4172383691839437e-06,9.696721728532693e-07,4.433001737687034e-06,2.1777185322035838e-06,2.588564381368976e-07,1.091446364747446e-06,6.250494762548753e-07,2.3391486939036624e-07,1.1907574343228293e-06,2.3001151938941104e-06,4.470637924883779e-06,1.4737238505545862e-06,7.794044808441502e-07,6.760028856569311e-07,1.0908056258104112e-07,3.0260933480312358e-05,1.0682324651128745e-05,1.202258899576823e-07,9.471461723155194e-07,1.8752098918940397e-06,1.8124607590090053e-06,8.872368055173919e-07,2.999446390625e-06,1.5793494824218749e-07,1.406989951171875e-07,1.4867251521477457e-06,9.011444025967333e-07,7.552465842274767e-07,7.58460430501302e-08,7.546330724264428e-06,2.307859777640473e-07,3.7945964176969276e-07,7.01965873083575e-07,1.849314575171043e-06,1.620082171001765e-06,1.5835100169270831e-06,,,,,,,,
88.0,3.7692273130027865e-06,1.2381242838541666e-06,8.27772271476174e-06,3.415560930485329e-07,1.1714144037030485e-06,1.3597747167713737e-06,1.2728457897135417e-06,1.305480453033507e-06,1.888091000827921e-05,5.973578751569288e-06,4.38793921317434e-06,2.919893875911458e-06,3.191868258229167e-06,1.808659066448372e-06,1.819567435005589e-06,1.8269915880626949e-06,4.032020988420645e-06,8.55929130859375e-08,6.972915824829187e-07,1.5971694021266834e-05,8.72923935546875e-08,3.339531232911881e-07,1.5626124459437694e-06,2.7320844085035575e-07,1.031059015601655e-06,5.683001294702072e-06,5.612178595265727e-06,5.2508646291534835e-06,7.1247303670721955e-06,1.076888362948066e-05,7.554299372671479e-06,1.3227952867423002e-05,3.541980464546118e-05,1.337647522329906e-05,1.3242381724180276e-05,1.3141733002227078e-05,1.5854164640212668e-06,4.2885349028229134e-07,1.4658078913435955e-06,1.8219158306372321e-06,2.6427208088458863e-06,3.879112435757962e-06,2.020406567372567e-06,3.8844775955168493e-07,1.2347107325398596e-06,1.1503883281979281e-06,1.9665896165348704e-06,2.915976894203918e-06,3.2296576962000565e-06,1.322382486454656e-06,3.372393964360004e-07,7.846114947687484e-07,1.914545607181421e-06,5.61120554710508e-06,3.8002997410381575e-07,8.944279201043235e-07,9.194474876053086e-07,8.932015475068801e-07,3.9190646904998e-05,,,,,,,,,,,,,
89.0,1.4291731024257466e-06,1.1021696870542893e-05,2.758327164942306e-07,7.459418692157881e-07,6.75510957737628e-07,1.2938411780429186e-06,3.1539199903230036e-06,1.3752256513591784e-06,6.802823398928077e-07,1.6390445908181426e-07,9.259390456826016e-07,1.18060342622057e-06,6.497775413450595e-07,5.418532609191863e-07,1.5430225283535753e-06,3.111208664803993e-07,4.437958738099637e-06,1.921818507496833e-07,2.3808445812602934e-07,1.2285862899318562e-06,6.892928419421316e-07,1.4241812067836393e-05,1.1507806210419668e-06,1.6835398746290775e-06,3.310589599964728e-06,6.458819661458333e-06,1.5222647870654427e-06,1.4649211244450084e-06,2.5849619422421873e-07,3.474915047568137e-06,1.4496031725520835e-06,1.0679817655050286e-05,7.588094064120157e-06,3.2618546249999997e-06,7.959694552318993e-06,7.463585382228213e-06,8.582977038084613e-06,3.13150702609394e-05,4.453974875385923e-06,1.0849755098621573e-06,1.0459381711632087e-06,9.78652504702196e-07,1.1318647235286222e-06,1.2792793345617133e-06,1.2664002341161243e-06,1.2695212124209692e-06,8.483682697980277e-06,1.3401915364583332e-06,1.1394937189331952e-06,7.104761176947891e-06,1.6507445273278104e-06,2.1658827733664798e-06,1.12618037109375e-07,1.3304052864583334e-07,1.5568973848046303e-05,1.2833061995985245e-07,1.5403244173177082e-07,2.95299481443752e-06,1.55488078125e-07,2.3837348477981765e-07,1.0299547470575526e-05,1.303420047204333e-05,8.154441940104166e-07,4.447607821860998e-07,1.7966968366883905e-06,4.21240382523296e-06,1.0993985852864581e-06,7.908247734374999e-07,4.788714540608525e-06,2.9976746150585224e-06,3.2332535680889886e-06,5.028896291881338e-06
90.0,1.5042828465533715e-06,1.1949337786106522e-06,1.623182955288604e-06,1.080865284897006e-06,1.2092252888549153e-06,1.778874944926017e-06,5.09718155465415e-07,0.00012328978616579095,8.675632745858949e-06,5.38352333388149e-07,1.7935051096734228e-07,9.885100732421876e-08,5.228247592158109e-06,2.2769787828969527e-06,1.1102121190526015e-05,6.018203463541667e-07,2.335340131721962e-06,1.2936109477524202e-05,3.0267233813757885e-06,1.620400355530071e-05,2.3293454967718712e-06,3.2980142745417156e-06,3.935439091881848e-06,1.29174299128428e-05,4.0401288075944656e-07,9.60308302779732e-07,3.4459470624999995e-06,9.678494645833331e-06,1.5228418919270836e-06,4.7386809713262845e-06,1.197359833984375e-07,1.574468231456283e-05,1.4935173854166668e-06,1.818196514954342e-06,7.294546933753497e-07,2.0378103572918617e-05,7.455747886808856e-06,1.2612375481759021e-05,2.1496397085406537e-07,1.4279642685257516e-05,1.853368891143418e-07,1.9467923565588363e-07,3.413643611225878e-07,2.4553324999548873e-05,1.4119855408698674e-05,5.143929159161787e-06,2.712683287946382e-07,1.8948924455584843e-06,3.1882949174045027e-07,1.646318107024989e-05,1.3794899861102557e-06,2.1046003377278644e-07,1.6335035405616047e-06,1.5110462677809567e-05,5.93967725289833e-07,1.4513469535047742e-07,1.1972161619356688e-05,3.2936150212499995e-06,7.173969446125374e-07,7.987690699697826e-06,1.4621539372432488e-06,9.096204051690175e-07,6.69110082600413e-07,5.677238293808827e-06,2.207409730237495e-05,,,,,,,
91.0,7.604680854404318e-06,2.8727554351957176e-06,2.3335784660748763e-05,1.9837531400309368e-07,2.5349297724066835e-07,9.653100259147623e-07,2.361460670548346e-07,1.6872267256254406e-06,4.714661331563048e-06,2.1344527325021844e-06,1.4966557686289822e-06,3.418572926513077e-05,1.4207286679589664e-06,6.75465906649493e-07,5.982589839635123e-07,5.130864751480672e-06,1.4683222321576874e-05,3.87730822052717e-07,1.4331553411076661e-05,2.7679739721274772e-06,2.3076977374285437e-07,2.3009599404996174e-07,1.2755663668975743e-05,3.171688280675869e-07,8.728503067184751e-07,4.870122130069605e-06,2.8847826639907365e-06,1.1041921200130388e-05,3.1287214667641675e-05,1.4878788778867694e-05,1.9278882544024627e-05,1.3171013279450426e-06,1.0616642231468779e-05,1.6675023427083334e-05,9.733306009548203e-07,1.9267806163800373e-06,2.3472007954929983e-06,1.801473811795486e-06,2.0992682711233167e-06,5.973776649781821e-06,6.790446683317867e-07,2.847941344068992e-07,1.6250196130095782e-06,9.520522572951229e-07,9.122719967493868e-07,6.721119799521156e-07,1.7064862035147984e-06,3.8055445285550874e-06,2.9999389740856394e-07,3.900821334524088e-06,2.072016018705285e-06,2.08100153724117e-06,2.0743131549322765e-06,2.1659247087625801e-07,,,,,,,,,,,,,,,,,,
92.0,5.690847514327442e-06,8.5678556385423e-07,1.5227905883365685e-06,7.629753955303208e-07,1.4920996807162684e-05,4.13098825091934e-06,1.4523196451663755e-06,3.2638511728460602e-06,8.176869771814187e-06,6.369657740796669e-06,3.54995219329934e-07,4.996799002337144e-05,2.6214048770672678e-06,3.2049839086536895e-06,3.175424946666742e-06,2.1470167766962016e-06,7.225075241657257e-07,4.1719083095983914e-07,1.876110656415032e-05,2.2890293281491787e-06,1.8258623531965992e-06,2.487127460798554e-05,1.7519741145833334e-06,1.265166163968967e-05,2.1153902437617625e-06,2.485387867746863e-06,1.4994055831936076e-06,1.6190200659401752e-05,3.6863037839833053e-06,5.634342337774183e-05,3.177688465845545e-07,1.170128694584009e-05,9.881688863287595e-06,2.1472814251778314e-07,2.332399171321762e-07,1.9237876403640584e-07,3.5832699394213934e-06,3.587227645833333e-06,5.666630226783736e-06,6.237098787092879e-07,4.7042817263454854e-07,3.102431395251445e-05,3.5600647649744805e-07,6.432068212123644e-07,1.68655602484809e-07,3.2157259700878414e-07,2.0960865034765856e-06,5.592674590879198e-06,1.0156181050275838e-06,,,,,,,,,,,,,,,,,,,,,,,
93.0,8.135665562732247e-06,1.9983737619658965e-06,1.619043949740437e-07,1.992824423476081e-07,3.473945494873463e-06,2.6344049874999994e-05,1.6963522261426728e-06,5.996513224152142e-06,3.952645593322398e-06,1.0227663052861735e-05,8.66857603144396e-07,9.335767953716324e-07,1.2953942488440105e-05,8.297480933433779e-06,5.098830491048674e-06,3.4856599756861574e-06,3.9952367291666665e-06,3.4073472212500006e-06,8.417014219028772e-07,3.920567531613978e-06,5.43525865315234e-07,4.3238977167632144e-07,3.300560096938875e-07,1.3981984185745967e-05,1.3526396630681175e-05,1.9219486404622396e-07,5.134587138888889e-07,7.482370492132663e-07,5.447238634234124e-07,1.5446881933588276e-06,3.9100892456669375e-06,1.9632502309224223e-06,2.830608191716515e-07,3.927576547725011e-07,9.746381634936992e-06,7.415839590253921e-06,8.877707601250709e-07,3.6878011540106374e-07,2.932535401600867e-07,2.063471835785772e-06,2.996461311946041e-05,3.1529501467843766e-06,9.321538730192683e-07,3.003600325965942e-06,2.161887414480369e-07,3.537486124956798e-06,8.033825123962224e-07,4.6780796764666434e-05,1.760414838895799e-05,6.344068732227439e-06,1.2535512646540472e-05,2.2822257674408484e-07,9.672644697097805e-05,1.8623210231739567e-05,4.010145061000932e-06,,,,,,,,,,,,,,,,,
94.0,2.0475498960985388e-06,1.2320364844308018e-05,2.2257633746442507e-07,8.598662298631863e-07,5.561815175655036e-06,8.306754498137902e-06,9.452382281125497e-06,2.744268669102777e-05,1.4785386965059424e-06,3.5362179278125e-06,8.761142061750297e-07,1.5875956881293863e-05,7.154753687136037e-06,9.658893548461344e-06,2.8585060078124995e-06,2.699760702732963e-06,1.8426742032055778e-05,8.696509479074539e-06,3.213728880014408e-07,1.8057896798713056e-06,4.0255381149767635e-06,2.6037076597906825e-06,2.34297991638386e-07,2.1350487560396387e-07,1.8880267192451142e-06,4.4128255371947756e-07,1.3173377536000276e-05,1.0009049789058361e-05,1.9527080286361266e-07,1.1110060553765433e-06,1.5185255557202464e-05,2.4555689397205076e-07,1.801890543722601e-06,4.5245543125e-06,7.913189456440943e-07,4.01377111533659e-06,3.6449330640711915e-06,8.090676577353726e-07,1.7093828461786976e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,9.264599072916665e-06,2.0856956649947763e-07,3.351965576516648e-07,2.3601348692527546e-05,1.1366843820304537e-06,2.9382893289825666e-05,8.862585029328906e-07,4.820788373947318e-06,8.617066845346763e-07,1.1449686183815474e-06,2.5486182449510903e-05,7.297472264298265e-05,7.69648295282762e-05,4.789222676931933e-07,4.972807523579936e-06,3.6498826503302687e-06,3.4657466188983223e-07,1.9192613218923266e-07,3.6090578248865036e-07,1.7249439087836305e-05,2.4439096910435363e-06,7.020918558675204e-07,1.6217030076158142e-06,3.179984659688979e-07,7.327906716355207e-06,9.400124558302932e-06,1.2241445281310408e-05,2.429162680054324e-06,1.2446369801819489e-05,1.3937454418683156e-06,2.517146577538343e-06,5.248766747698234e-07,1.3664346637572576e-06,2.5065484953011358e-06,5.620955923646774e-06,1.0897002660885753e-06,1.3248347205482343e-05,1.045604898935239e-06,3.510969161848328e-06,3.8586302460394963e-07,1.448010613110423e-06,9.893982126547864e-07,2.9800294911579836e-05,2.5468089854422484e-07,9.509925885614187e-06,3.349466180728536e-05,1.2096552128841085e-05,1.653438366277109e-05,0.0001086549150277894,2.393644880859375e-06,7.383685221985422e-07,2.4418450053363425e-05,3.7736690407177083e-06,4.21610694079252e-06,3.442547061549607e-05,2.0672101583920723e-07,1.3848513511714889e-05,4.6913116999999996e-05,7.032281712356273e-06,4.119676201821862e-06,4.515636895649309e-06,,,,,,,,,,,
96.0,2.318295274625016e-05,0.0001992593766006926,1.954388271563143e-06,1.2109077136173739e-05,7.455436877045557e-06,8.902792717402016e-06,5.540868289633928e-06,3.121715831847102e-05,1.5811747613016167e-05,1.475594771344249e-05,4.532923055092163e-07,4.641649123429176e-06,7.626860557166781e-06,3.523564184680145e-06,4.091180435585364e-05,4.77628087923862e-07,1.945167941351033e-06,5.447885434047433e-07,1.5224556167784899e-05,6.397804476285018e-06,1.2648785206301808e-06,1.2302389040052726e-05,1.0834277633758617e-06,1.5410327038195983e-05,3.916520970952307e-06,1.1755015568030086e-05,2.4272748761804243e-06,2.6664304325420617e-07,3.248489235167786e-07,3.6291782144791664e-06,2.0257980811762987e-05,2.3572529976120742e-05,3.3467862745373586e-05,3.0474402446740456e-05,2.4409921481287125e-05,1.93967548531562e-05,3.4923378989250797e-07,1.327383980374437e-05,5.80197190625e-05,1.387118893323492e-06,0.00013751012108333333,9.025316782680612e-07,5.2262581041666655e-06,1.3027079732345911e-05,1.0947625966688366e-06,3.858684512704125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,2.987812532654904e-07,4.9051421578737924e-05,6.759884683995326e-05,2.5793521673971492e-05,5.575277285999079e-07,4.4937447180607755e-07,2.4215712019467498e-06,6.4191756626799094e-06,1.7936860084443445e-06,8.133061473609843e-05,8.591199617773923e-06,9.85881877621825e-07,1.554076340001882e-05,5.738326618867396e-05,2.0439489158854168e-05,6.139025344270991e-05,4.180135828021078e-06,2.3772196482754766e-07,1.21545837633593e-05,6.184344199101742e-06,1.8934119131892738e-05,2.4331121394349266e-05,2.818283664501693e-06,2.7382115567994766e-05,1.9295992921854574e-05,2.3498696905192125e-05,2.2120817697302567e-05,5.388562885334459e-05,8.200453336485273e-06,4.056487821770834e-06,1.8884384221135096e-05,3.622877382586057e-07,8.556692758333333e-05,3.4717139926572396e-06,3.7120213490333155e-06,1.1942247118801307e-05,2.4773644168697456e-07,2.0748811541634965e-07,8.993104733150977e-05,4.515317001257278e-05,6.01691064257776e-06,8.173908417082199e-05,2.159787776684484e-05,2.9835709216449965e-06,3.3278637484284735e-06,3.2337914039847614e-05,0.0001005668380338321,3.650850617298171e-05,3.38475208613347e-05,3.555563486951688e-06,2.8382556054350588e-06,1.820397331166297e-05,,,,,,,,,,,,,,,,,,,,
98.0,1.674946674994023e-05,1.4617755357753684e-05,2.920316319003069e-05,5.72090587032579e-06,0.00027879755022195687,3.9156629933022014e-05,9.270549332466747e-06,7.672468764050891e-05,5.7958960350641664e-05,4.1327457969159937e-07,1.6161898109827295e-05,7.0771078844681125e-06,2.805267274173598e-07,8.28135572862112e-06,3.803251380635989e-06,2.896548529614583e-05,5.154943782893691e-06,2.344161904146943e-07,9.699186076865526e-06,4.115507258627188e-05,2.8311518734347056e-07,2.276244974413426e-06,7.13816454296875e-05,8.021039777012011e-05,0.00030753638926767047,1.4931860777278477e-05,2.9019831717525083e-05,5.7622040117660555e-05,4.2806512172240796e-07,0.00011611372204105553,1.2750558757839485e-05,3.414898729144201e-07,2.015654958177083e-05,2.3246076802590675e-07,3.698773480093684e-05,6.83057877311481e-07,0.00014179356753333898,0.00012871493719542206,1.6068222580505482e-05,1.1972435531178916e-05,6.591851600082258e-06,2.237788299281137e-05,1.1736408295852286e-05,1.1673458697916666e-05,0.00011866071033333334,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,3.315373316915319e-05,6.789570938823996e-05,2.7100348085456124e-05,9.98023343069136e-05,0.00021618400925,5.837440920833333e-05,5.269550308598958e-05,9.971913729000232e-05,9.476587478274817e-05,4.50001852093525e-05,8.980625000155939e-05,0.00012377912666490314,7.654877196647913e-05,8.093920793730853e-06,8.755452058582635e-05,2.8992094025943996e-05,3.5387274543328005e-05,0.00012033586867872244,1.7469061120287073e-05,2.069988869362253e-05,2.4147881133954657e-05,6.19421109565679e-05,2.664379820689904e-05,7.918282523337074e-05,0.00012129698300239274,2.9039005335137006e-05,0.00013720237387770547,2.1021171484890887e-05,5.8214220106852167e-05,6.359995854336543e-05,2.8988933482851518e-05,7.164746267841542e-05,2.26907223725414e-07,0.00010898217130643791,0.0001782563464507509,1.4654668419092447e-05,6.58955249655141e-05,2.581686680760636e-07,1.645318667590067e-05,0.00011019023853961865,6.259024317121706e-05,7.575432424923741e-05,7.987074681936711e-05,9.495024950573124e-07,1.583156592603572e-05,9.08930096089106e-05,3.652489539461223e-07,0.00013117855995962332,1.7558342563622726e-05,0.00011172580090707889,,,,,,,,,,,,,,,,,,,,,,
100.0,9.020763880733365e-05,5.685620187775846e-05,0.00011950296030827621,0.00013047839124637246,9.561197042708333e-05,7.249517833676056e-05,4.062402839575472e-05,0.00012575759887641184,1.1085619621299937e-05,0.00015435516538861308,2.3082824296246716e-06,1.0832761050184606e-06,6.0708487981612884e-05,0.00017463474356607027,0.0002113332070482737,4.1019869605634065e-05,0.00016289737758884575,0.00010726272114454599,9.009504819770097e-05,7.424221302192762e-05,7.842471049043788e-05,7.479538190615635e-05,5.489098433464066e-05,3.188174647140939e-05,3.9962363470620986e-05,5.175236266206592e-05,7.430181280350055e-05,8.07825219688963e-05,0.00017909991310027275,0.00024267011809129093,5.1008766071678746e-05,7.413525572981635e-05,0.00013713095355841223,0.00016847908238420246,4.466561462334238e-05,5.64195108268803e-05,9.508916060063913e-05,9.240458836103013e-05,9.394093786584462e-05,0.0001449301684733618,0.00020664174775869817,0.00016538272587349954,8.508386062506954e-05,2.341802560759977e-05,0.0002559941453353074,7.66962441447419e-05,6.171429204420039e-05,0.0001495407132790011,0.00011681297238778403,0.00021497200080365853,5.6901090788816924e-05,7.959461837705056e-05,8.676732161320489e-05,0.00021604351410197748,0.00013706042241380044,,,,,,,,,,,,,,,,,
