Sample File,C:\Users\robdav\Desktop\icewarnTest.csv
Model,3772

Sample #,1,,,,,2,,,,,3,,,,,
Start Date,01/30/23,,,,,01/30/23,,,,,01/30/23,,,,,
Start Time,14:18:27,,,,,16:40:36,,,,,17:40:43,,,,,
Sample Length,01:00:00,,,,,01:00:00,,,,,27:22,,,,,
Averaging Interval (secs),1.0,,,,,1.0,,,,,1.0,,,,
Title,,,,,,,,,,,,,,,
Instrument ID,3772  70708634 2.16,,,,,3772  70708634 2.16,,,,,3772  70708634 2.16,,,,
Instrument Errors,Aerosol Flow Rate Error,,,,,Aerosol Flow Rate Error,,,,,Aerosol Flow Rate Error,,,,

Mean,721.759,,,,,2031.63,,,,,248.888,,,,
Min,0.06,,,,,3.24,,,,,1.98,,,,
Max,1041.8,,,,,7008,,,,,1018.4,,,,
Std. Dev.,272.755,,,,,1843.26,,,,,229.994,,,,

Time1,Concentration1 (#/cc),Count (#),Analog 1,Analog 2,Time2,Concentration2 (#/cc),Count (#),Analog 1,Analog 2,Time3,Concentration3 (#/cc),Count (#),Analog 1,Analog 2,
14:18:28,125.2,2090,0,0,16:40:37,530.5,8841,0,0,17:40:44,583.4,9726,0,0,
14:18:29,116.48,1943,0,0,16:40:38,539.2,8988,0,0,17:40:45,580.1,9667,0,0,
14:18:30,111.2,1855,0,0,16:40:39,541,9017,0,0,17:40:46,576.3,9610,0,0,
14:18:31,112.4,1872,0,0,16:40:40,538.8,8980,0,0,17:40:47,567.8,9467,0,0,
14:18:32,107.8,1796,0,0,16:40:41,540.1,9004,0,0,17:40:48,567.3,9457,0,0,
14:18:33,99.59,1659,0,0,16:40:42,526.9,8780,0,0,17:40:49,559.4,9326,0,0,
14:18:34,98.05,1634,0,0,16:40:43,527.1,8784,0,0,17:40:50,562,9368,0,0,
14:18:35,97.87,1631,0,0,16:40:44,520.6,8674,0,0,17:40:51,543,9052,0,0,
14:18:36,89.76,1496,0,0,16:40:45,515.8,8596,0,0,17:40:52,554.7,9248,0,0,
14:18:37,88.35,1473,0,0,16:40:46,536.6,8945,0,0,17:40:53,536.2,8935,0,0,
14:18:38,92.31,1539,0,0,16:40:47,515.3,8587,0,0,17:40:54,537.8,8962,0,0,
14:18:39,83.64,1394,0,0,16:40:48,518.6,8642,0,0,17:40:55,532.9,8881,0,0,
14:18:40,82.8,1380,0,0,16:40:49,527.7,8792,0,0,17:40:56,538.3,8972,0,0,
14:18:41,78.42,1307,0,0,16:40:50,523.8,8726,0,0,17:40:57,517.2,8619,0,0,
14:18:42,79.32,1322,0,0,16:40:51,528.5,8811,0,0,17:40:58,526,8765,0,0,
14:18:43,78.36,1306,0,0,16:40:52,528.8,8812,0,0,17:40:59,520.1,8668,0,0,
14:18:44,78.58,1310,0,0,16:40:53,531.8,8863,0,0,17:41:00,508.7,8475,0,0,
14:18:45,74.52,1242,0,0,16:40:54,525.2,8753,0,0,17:41:01,501.5,8356,0,0,
14:18:46,68.76,1146,0,0,16:40:55,532.5,8872,0,0,17:41:02,505.9,8428,0,0,
14:18:47,68.28,1138,0,0,16:40:56,528.6,8807,0,0,17:41:03,502.2,8369,0,0,
14:18:48,64.62,1077,0,0,16:40:57,542.1,9036,0,0,17:41:04,497.2,8284,0,0,
14:18:49,61.08,1018,0,0,16:40:58,547.5,9127,0,0,17:41:05,499.6,8325,0,0,
14:18:50,64.14,1069,0,0,16:40:59,543.3,9056,0,0,17:41:06,485.8,8095,0,0,
14:18:51,55.86,931,0,0,16:41:00,549.5,9158,0,0,17:41:07,483.6,8062,0,0,
14:18:52,54,900,0,0,16:41:01,552.3,9207,0,0,17:41:08,480.6,8009,0,0,
14:18:53,56.28,938,0,0,16:41:02,552.4,9209,0,0,17:41:09,469.1,7820,0,0,
14:18:54,52.92,882,0,0,16:41:03,555.8,9266,0,0,17:41:10,472.5,7873,0,0,
14:18:55,53.94,899,0,0,16:41:04,547.3,9122,0,0,17:41:11,467.5,7795,0,0,
14:18:56,49.8,830,0,0,16:41:05,534.2,8903,0,0,17:41:12,457.8,7631,0,0,
14:18:57,48.9,815,0,0,16:41:06,544.1,9067,0,0,17:41:13,454.1,7570,0,0,
14:18:58,45.54,759,0,0,16:41:07,538.6,8975,0,0,17:41:14,451.6,7529,0,0,
14:18:59,45.06,751,0,0,16:41:08,527.6,8790,0,0,17:41:15,449.1,7490,0,0,
14:19:00,44.4,740,0,0,16:41:09,532.3,8871,0,0,17:41:16,445.8,7434,0,0,
14:19:01,41.58,693,0,0,16:41:10,539,8984,0,0,17:41:17,440,7337,0,0,
14:19:02,38.76,646,0,0,16:41:11,540.1,9003,0,0,17:41:18,436.1,7270,0,0,
14:19:03,40.5,675,0,0,16:41:12,527.9,8796,0,0,17:41:19,431.6,7194,0,0,
14:19:04,38.04,634,0,0,16:41:13,531,8851,0,0,17:41:20,435.9,7267,0,0,
14:19:05,36.6,610,0,0,16:41:14,520.2,8668,0,0,17:41:21,424.2,7070,0,0,
14:19:06,36.66,611,0,0,16:41:15,537.1,8952,0,0,17:41:22,426.4,7107,0,0,
14:19:07,35.1,585,0,0,16:41:16,525.6,8756,0,0,17:41:23,416.2,6939,0,0,
14:19:08,33.48,558,0,0,16:41:17,520.3,8672,0,0,17:41:24,420.6,7011,0,0,
14:19:09,34.44,574,0,0,16:41:18,530.4,8839,0,0,17:41:25,424.9,7084,0,0,
14:19:10,33.78,563,0,0,16:41:19,520,8662,0,0,17:41:26,409.2,6820,0,0,
14:19:11,32.82,547,0,0,16:41:20,521.6,8693,0,0,17:41:27,405.4,6754,0,0,
14:19:12,28.2,470,0,0,16:41:21,514.8,8577,0,0,17:41:28,397.4,6619,0,0,
14:19:13,32.34,539,0,0,16:41:22,507.4,8455,0,0,17:41:29,399.9,6665,0,0,
14:19:14,28.44,474,0,0,16:41:23,514.2,8568,0,0,17:41:30,394.3,6572,0,0,
14:19:15,27.18,453,0,0,16:41:24,504.6,8408,0,0,17:41:31,394.1,6565,0,0,
14:19:16,27.18,453,0,0,16:41:25,519.5,8657,0,0,17:41:32,385.7,6426,0,0,
14:19:17,26.52,442,0,0,16:41:26,508.9,8479,0,0,17:41:33,373.1,6216,0,0,
14:19:18,23.34,389,0,0,16:41:27,511.9,8529,0,0,17:41:34,385.7,6424,0,0,
14:19:19,23.58,393,0,0,16:41:28,506.4,8437,0,0,17:41:35,382.8,6378,0,0,
14:19:20,23.28,388,0,0,16:41:29,509.1,8483,0,0,17:41:36,368.8,6143,0,0,
14:19:21,22.86,381,0,0,16:41:30,515,8583,0,0,17:41:37,368.6,6141,0,0,
14:19:22,19.68,328,0,0,16:41:31,514.3,8571,0,0,17:41:38,363.1,6049,0,0,
14:19:23,20.4,340,0,0,16:41:32,508.4,8473,0,0,17:41:39,364.3,6071,0,0,
14:19:24,20.28,338,0,0,16:41:33,508.2,8470,0,0,17:41:40,370.9,6179,0,0,
14:19:25,20.22,337,0,0,16:41:34,503.8,8395,0,0,17:41:41,359.7,5994,0,0,
14:19:26,20.94,349,0,0,16:41:35,508.2,8467,0,0,17:41:42,352.4,5874,0,0,
14:19:27,18,300,0,0,16:41:36,503.1,8384,0,0,17:41:43,343.8,5729,0,0,
14:19:28,19.5,325,0,0,16:41:37,512.4,8536,0,0,17:41:44,343.2,5719,0,0,
14:19:29,16.44,274,0,0,16:41:38,518.8,8643,0,0,17:41:45,347.7,5796,0,0,
14:19:30,17.22,287,0,0,16:41:39,513.1,8550,0,0,17:41:46,339.7,5661,0,0,
14:19:31,16.74,279,0,0,16:41:40,523.3,8720,0,0,17:41:47,333.5,5557,0,0,
14:19:32,15.6,260,0,0,16:41:41,510.6,8506,0,0,17:41:48,337.6,5625,0,0,
14:19:33,16.38,273,0,0,16:41:42,518.2,8634,0,0,17:41:49,333.3,5552,0,0,
14:19:34,14.94,249,0,0,16:41:43,516.6,8607,0,0,17:41:50,335.7,5596,0,0,
14:19:35,14.88,248,0,0,16:41:44,518.4,8638,0,0,17:41:51,319.7,5330,0,0,
14:19:36,13.92,232,0,0,16:41:45,516.5,8607,0,0,17:41:52,317.3,5289,0,0,
14:19:37,14.22,237,0,0,16:41:46,515.6,8594,0,0,17:41:53,328.4,5473,0,0,
14:19:38,12.78,213,0,0,16:41:47,508,8466,0,0,17:41:54,315.1,5253,0,0,
14:19:39,13.44,224,0,0,16:41:48,493.8,8230,0,0,17:41:55,313.5,5226,0,0,
14:19:40,14.52,242,0,0,16:41:49,494.3,8238,0,0,17:41:56,305.4,5090,0,0,
14:19:41,12.06,201,0,0,16:41:50,490.2,8168,0,0,17:41:57,317.2,5288,0,0,
14:19:42,12.12,202,0,0,16:41:51,499.5,8325,0,0,17:41:58,306.6,5111,0,0,
14:19:43,12.48,208,0,0,16:41:52,493.7,8228,0,0,17:41:59,308,5136,0,0,
14:19:44,10.44,174,0,0,16:41:53,480.5,8008,0,0,17:42:00,307.9,5134,0,0,
14:19:45,10.26,171,0,0,16:41:54,483.7,8063,0,0,17:42:01,299.6,4995,0,0,
14:19:46,11.52,192,0,0,16:41:55,494.1,8235,0,0,17:42:02,300.5,5010,0,0,
14:19:47,9.48,158,0,0,16:41:56,489.5,8161,0,0,17:42:03,291,4856,0,0,
14:19:48,10.92,182,0,0,16:41:57,481.1,8018,0,0,17:42:04,292.3,4873,0,0,
14:19:49,9,150,0,0,16:41:58,473,7883,0,0,17:42:05,287,4786,0,0,
14:19:50,7.98,133,0,0,16:41:59,486.2,8099,0,0,17:42:06,292.6,4879,0,0,
14:19:51,9.84,164,0,0,16:42:00,464.4,7738,0,0,17:42:07,288.9,4818,0,0,
14:19:52,9.54,159,0,0,16:42:01,482.6,8043,0,0,17:42:08,278.1,4638,0,0,
14:19:53,8.64,144,0,0,16:42:02,480,8000,0,0,17:42:09,275.4,4595,0,0,
14:19:54,8.7,145,0,0,16:42:03,485.7,8094,0,0,17:42:10,266.6,4446,0,0,
14:19:55,8.16,136,0,0,16:42:04,495.1,8250,0,0,17:42:11,271.1,4518,0,0,
14:19:56,6.54,109,0,0,16:42:05,477,7952,0,0,17:42:12,265.8,4435,0,0,
14:19:57,8.1,135,0,0,16:42:06,484.1,8069,0,0,17:42:13,262.5,4379,0,0,
14:19:58,7.56,126,0,0,16:42:07,489.1,8149,0,0,17:42:14,262.3,4376,0,0,
14:19:59,5.52,92,0,0,16:42:08,485.8,8097,0,0,17:42:15,266.4,4442,0,0,
14:20:00,6.06,101,0,0,16:42:09,472.3,7871,0,0,17:42:16,257.6,4298,0,0,
14:20:01,7.2,120,0,0,16:42:10,486.8,8113,0,0,17:42:17,249.2,4158,0,0,
14:20:02,6.72,112,0,0,16:42:11,481,8018,0,0,17:42:18,253.4,4230,0,0,
14:20:03,6,100,0,0,16:42:12,475.4,7923,0,0,17:42:19,247.5,4129,0,0,
14:20:04,6.06,101,0,0,16:42:13,477.8,7966,0,0,17:42:20,246.3,4107,0,0,
14:20:05,6,100,0,0,16:42:14,477.8,7963,0,0,17:42:21,244.1,4068,0,0,
14:20:06,6.3,105,0,0,16:42:15,484.2,8071,0,0,17:42:22,244.2,4072,0,0,
14:20:07,6.06,101,0,0,16:42:16,479.4,7992,0,0,17:42:23,238.6,3978,0,0,
14:20:08,5.16,86,0,0,16:42:17,485.7,8093,0,0,17:42:24,245.9,4100,0,0,
14:20:09,5.04,84,0,0,16:42:18,473.3,7890,0,0,17:42:25,231,3849,0,0,
14:20:10,4.74,79,0,0,16:42:19,475.7,7929,0,0,17:42:26,234.4,3906,0,0,
14:20:11,6.96,116,0,0,16:42:20,477,7949,0,0,17:42:27,233,3881,0,0,
14:20:12,5.04,84,0,0,16:42:21,476.9,7947,0,0,17:42:28,222.9,3713,0,0,
14:20:13,4.26,71,0,0,16:42:22,474.4,7907,0,0,17:42:29,229.4,3819,0,0,
14:20:14,4.32,72,0,0,16:42:23,475.2,7921,0,0,17:42:30,225.2,3750,0,0,
14:20:15,5.1,85,0,0,16:42:24,487.5,8125,0,0,17:42:31,220.9,3676,0,0,
14:20:16,4.5,75,0,0,16:42:25,503.7,8393,0,0,17:42:32,222.5,3709,0,0,
14:20:17,3.9,65,0,0,16:42:26,496.5,8273,0,0,17:42:33,213.9,3561,0,0,
14:20:18,3.42,57,0,0,16:42:27,506.3,8437,0,0,17:42:34,220,3666,0,0,
14:20:19,3.36,56,0,0,16:42:28,520.2,8666,0,0,17:42:35,212.9,3545,0,0,
14:20:20,2.76,46,0,0,16:42:29,514,8564,0,0,17:42:36,210.7,3511,0,0,
14:20:21,4.26,71,0,0,16:42:30,518.8,8645,0,0,17:42:37,208.2,3466,0,0,
14:20:22,3.54,59,0,0,16:42:31,520.4,8670,0,0,17:42:38,199.4,3318,0,0,
14:20:23,3.9,65,0,0,16:42:32,535.6,8924,0,0,17:42:39,199.8,3328,0,0,
14:20:24,3.36,56,0,0,16:42:33,532.7,8875,0,0,17:42:40,198.1,3301,0,0,
14:20:25,4.32,72,0,0,16:42:34,531.1,8851,0,0,17:42:41,204.1,3401,0,0,
14:20:26,3,50,0,0,16:42:35,530.9,8849,0,0,17:42:42,199.1,3314,0,0,
14:20:27,2.82,47,0,0,16:42:36,546.3,9108,0,0,17:42:43,189.4,3154,0,0,
14:20:28,3.3,55,0,0,16:42:37,554.3,9237,0,0,17:42:44,198.2,3298,0,0,
14:20:29,3.3,55,0,0,16:42:38,538.8,8983,0,0,17:42:45,194.4,3237,0,0,
14:20:30,3.9,65,0,0,16:42:39,528.6,8809,0,0,17:42:46,195.3,3253,0,0,
14:20:31,2.7,45,0,0,16:42:40,541.3,9020,0,0,17:42:47,190.2,3167,0,0,
14:20:32,1.98,33,0,0,16:42:41,528.6,8807,0,0,17:42:48,186.4,3105,0,0,
14:20:33,3.48,58,0,0,16:42:42,546.2,9105,0,0,17:42:49,182,3028,0,0,
14:20:34,2.58,43,0,0,16:42:43,547.8,9132,0,0,17:42:50,183.6,3057,0,0,
14:20:35,3.06,51,0,0,16:42:44,532.9,8884,0,0,17:42:51,177.5,2956,0,0,
14:20:36,3,50,0,0,16:42:45,527.4,8791,0,0,17:42:52,171.4,2852,0,0,
14:20:37,2.58,43,0,0,16:42:46,538.5,8973,0,0,17:42:53,173.7,2892,0,0,
14:20:38,2.82,47,0,0,16:42:47,523.9,8731,0,0,17:42:54,178.2,2966,0,0,
14:20:39,2.52,42,0,0,16:42:48,533.1,8886,0,0,17:42:55,168.5,2804,0,0,
14:20:40,2.28,38,0,0,16:42:49,527.4,8789,0,0,17:42:56,170.5,2839,0,0,
14:20:41,2.1,35,0,0,16:42:50,539,8984,0,0,17:42:57,170.1,2831,0,0,
14:20:42,2.4,40,0,0,16:42:51,541.9,9034,0,0,17:42:58,166.4,2771,0,0,
14:20:43,1.74,29,0,0,16:42:52,536.2,8934,0,0,17:42:59,164.7,2739,0,0,
14:20:44,1.8,30,0,0,16:42:53,536.8,8950,0,0,17:43:00,162.6,2708,0,0,
14:20:45,1.56,26,0,0,16:42:54,530.8,8845,0,0,17:43:01,158.4,2635,0,0,
14:20:46,1.62,27,0,0,16:42:55,543.6,9056,0,0,17:43:02,158.4,2637,0,0,
14:20:47,1.56,26,0,0,16:42:56,557.4,9293,0,0,17:43:03,155.9,2595,0,0,
14:20:48,2.16,36,0,0,16:42:57,554.6,9242,0,0,17:43:04,155.6,2590,0,0,
14:20:49,1.02,17,0,0,16:42:58,550.9,9182,0,0,17:43:05,152.8,2544,0,0,
14:20:50,1.32,22,0,0,16:42:59,566.4,9442,0,0,17:43:06,151,2514,0,0,
14:20:51,1.68,28,0,0,16:43:00,571.7,9529,0,0,17:43:07,149,2479,0,0,
14:20:52,1.02,17,0,0,16:43:01,571.8,9529,0,0,17:43:08,144.1,2398,0,0,
14:20:53,1.5,25,0,0,16:43:02,577.5,9627,0,0,17:43:09,142.9,2379,0,0,
14:20:54,1.5,25,0,0,16:43:03,586.4,9775,0,0,17:43:10,147.5,2455,0,0,
14:20:55,1.62,27,0,0,16:43:04,610.2,10166,0,0,17:43:11,145.3,2421,0,0,
14:20:56,1.62,27,0,0,16:43:05,602.5,10040,0,0,17:43:12,145.4,2423,0,0,
14:20:57,1.08,18,0,0,16:43:06,611.6,10193,0,0,17:43:13,142.2,2368,0,0,
14:20:58,1.68,28,0,0,16:43:07,600.2,10003,0,0,17:43:14,139,2315,0,0,
14:20:59,1.74,29,0,0,16:43:08,613.4,10221,0,0,17:43:15,136.1,2267,0,0,
14:21:00,1.98,33,0,0,16:43:09,611.7,10192,0,0,17:43:16,135.2,2250,0,0,
14:21:01,1.56,26,0,0,16:43:10,616.3,10268,0,0,17:43:17,131.1,2185,0,0,
14:21:02,1.26,21,0,0,16:43:11,610,10163,0,0,17:43:18,133.5,2226,0,0,
14:21:03,1.92,32,0,0,16:43:12,610.4,10174,0,0,17:43:19,137.6,2292,0,0,
14:21:04,1.32,22,0,0,16:43:13,611.7,10194,0,0,17:43:20,132.2,2203,0,0,
14:21:05,1.02,17,0,0,16:43:14,601.9,10033,0,0,17:43:21,135.6,2259,0,0,
14:21:06,1.32,22,0,0,16:43:15,592.3,9869,0,0,17:43:22,128.5,2141,0,0,
14:21:07,1.14,19,0,0,16:43:16,592.9,9879,0,0,17:43:23,125.7,2095,0,0,
14:21:08,1.2,20,0,0,16:43:17,588.3,9807,0,0,17:43:24,122.3,2036,0,0,
14:21:09,0.6,10,0,0,16:43:18,582.5,9709,0,0,17:43:25,119.3,1987,0,0,
14:21:10,1.26,21,0,0,16:43:19,580.2,9670,0,0,17:43:26,121.4,2021,0,0,
14:21:11,0.72,12,0,0,16:43:20,588.2,9805,0,0,17:43:27,116.4,1938,0,0,
14:21:12,1.14,19,0,0,16:43:21,569.3,9490,0,0,17:43:28,121.2,2019,0,0,
14:21:13,1.02,17,0,0,16:43:22,559.2,9320,0,0,17:43:29,114.2,1902,0,0,
14:21:14,0.84,14,0,0,16:43:23,545.7,9096,0,0,17:43:30,113.6,1891,0,0,
14:21:15,1.32,22,0,0,16:43:24,536.8,8949,0,0,17:43:31,114.9,1914,0,0,
14:21:16,1.26,21,0,0,16:43:25,535.7,8928,0,0,17:43:32,109.93,1832,0,0,
14:21:17,0.78,13,0,0,16:43:26,518.7,8644,0,0,17:43:33,114.8,1911,0,0,
14:21:18,1.14,19,0,0,16:43:27,512.3,8537,0,0,17:43:34,112.1,1869,0,0,
14:21:19,0.66,11,0,0,16:43:28,514.8,8577,0,0,17:43:35,109.5,1826,0,0,
14:21:20,0.6,10,0,0,16:43:29,497.1,8284,0,0,17:43:36,108.19,1805,0,0,
14:21:21,0.78,13,0,0,16:43:30,494.8,8245,0,0,17:43:37,107.02,1783,0,0,
14:21:22,0.72,12,0,0,16:43:31,490.8,8178,0,0,17:43:38,105.8,1764,0,0,
14:21:23,0.84,14,0,0,16:43:32,489,8151,0,0,17:43:39,104.56,1743,0,0,
14:21:24,0.72,12,0,0,16:43:33,479.5,7992,0,0,17:43:40,103.39,1723,0,0,
14:21:25,0.54,9,0,0,16:43:34,479.9,7995,0,0,17:43:41,100.95,1684,0,0,
14:21:26,0.6,10,0,0,16:43:35,474.9,7917,0,0,17:43:42,100.24,1670,0,0,
14:21:27,0.66,11,0,0,16:43:36,466,7767,0,0,17:43:43,98.65,1645,0,0,
14:21:28,0.66,11,0,0,16:43:37,462.2,7704,0,0,17:43:44,96.89,1615,0,0,
14:21:29,1.08,18,0,0,16:43:38,460.2,7670,0,0,17:43:45,90.84,1514,0,0,
14:21:30,0.72,12,0,0,16:43:39,446.2,7440,0,0,17:43:46,95.68,1594,0,0,
14:21:31,0.48,8,0,0,16:43:40,439.1,7321,0,0,17:43:47,93.79,1563,0,0,
14:21:32,0.42,7,0,0,16:43:41,428.9,7148,0,0,17:43:48,90.5,1508,0,0,
14:21:33,0.96,16,0,0,16:43:42,433.3,7224,0,0,17:43:49,93.1,1551,0,0,
14:21:34,0.9,15,0,0,16:43:43,432.2,7205,0,0,17:43:50,89.1,1485,0,0,
14:21:35,0.66,11,0,0,16:43:44,415.5,6928,0,0,17:43:51,87.67,1461,0,0,
14:21:36,0.3,5,0,0,16:43:45,415.6,6926,0,0,17:43:52,98.62,1642,0,0,
14:21:37,0.54,9,0,0,16:43:46,411.3,6853,0,0,17:43:53,91.3,1522,0,0,
14:21:38,0.72,12,0,0,16:43:47,406.4,6768,0,0,17:43:54,87.28,1454,0,0,
14:21:39,0.36,6,0,0,16:43:48,398.5,6636,0,0,17:43:55,84,1400,0,0,
14:21:40,0.3,5,0,0,16:43:49,388.4,6470,0,0,17:43:56,85.6,1426,0,0,
14:21:41,0.36,6,0,0,16:43:50,372.7,6209,0,0,17:43:57,84.55,1409,0,0,
14:21:42,0.54,9,0,0,16:43:51,379.4,6319,0,0,17:43:58,82.74,1379,0,0,
14:21:43,0.48,8,0,0,16:43:52,372.6,6206,0,0,17:43:59,79.38,1323,0,0,
14:21:44,0.66,11,0,0,16:43:53,380,6330,0,0,17:44:00,80.04,1334,0,0,
14:21:45,0.54,9,0,0,16:43:54,367.5,6122,0,0,17:44:01,77.46,1291,0,0,
14:21:46,0.24,4,0,0,16:43:55,360.8,6011,0,0,17:44:02,82.74,1379,0,0,
14:21:47,0.78,13,0,0,16:43:56,353.8,5896,0,0,17:44:03,83.14,1385,0,0,
14:21:48,0.42,7,0,0,16:43:57,354.4,5907,0,0,17:44:04,77.76,1296,0,0,
14:21:49,0.3,5,0,0,16:43:58,355.5,5926,0,0,17:44:05,74.52,1242,0,0,
14:21:50,0.6,10,0,0,16:43:59,336.5,5607,0,0,17:44:06,74.64,1244,0,0,
14:21:51,0.6,10,0,0,16:44:00,336.7,5613,0,0,17:44:07,74.04,1234,0,0,
14:21:52,0.18,3,0,0,16:44:01,332.3,5540,0,0,17:44:08,71.52,1192,0,0,
14:21:53,0.42,7,0,0,16:44:02,335.2,5589,0,0,17:44:09,76.56,1276,0,0,
14:21:54,0.24,4,0,0,16:44:03,323.9,5398,0,0,17:44:10,67.86,1131,0,0,
14:21:55,0.24,4,0,0,16:44:04,322.9,5383,0,0,17:44:11,71.28,1188,0,0,
14:21:56,0.42,7,0,0,16:44:05,318.6,5311,0,0,17:44:12,72.84,1214,0,0,
14:21:57,0.36,6,0,0,16:44:06,321.8,5363,0,0,17:44:13,67.62,1127,0,0,
14:21:58,0.3,5,0,0,16:44:07,314,5236,0,0,17:44:14,68.88,1148,0,0,
14:21:59,0.12,2,0,0,16:44:08,312.3,5204,0,0,17:44:15,69.84,1164,0,0,
14:22:00,0.24,4,0,0,16:44:09,305.8,5098,0,0,17:44:16,69.3,1155,0,0,
14:22:01,0.18,3,0,0,16:44:10,305.8,5099,0,0,17:44:17,69.36,1156,0,0,
14:22:02,0.18,3,0,0,16:44:11,283.6,4727,0,0,17:44:18,61.2,1020,0,0,
14:22:03,0.48,8,0,0,16:44:12,280.4,4677,0,0,17:44:19,65.4,1090,0,0,
14:22:04,0.18,3,0,0,16:44:13,287.5,4795,0,0,17:44:20,63.66,1061,0,0,
14:22:05,0.24,4,0,0,16:44:14,277.5,4627,0,0,17:44:21,63.6,1060,0,0,
14:22:06,0.3,5,0,0,16:44:15,277.8,4631,0,0,17:44:22,61.74,1029,0,0,
14:22:07,0.36,6,0,0,16:44:16,273.6,4562,0,0,17:44:23,60.42,1007,0,0,
14:22:08,0.18,3,0,0,16:44:17,266,4437,0,0,17:44:24,60.48,1008,0,0,
14:22:09,0.3,5,0,0,16:44:18,266.7,4448,0,0,17:44:25,59.94,999,0,0,
14:22:10,0.36,6,0,0,16:44:19,264.4,4408,0,0,17:44:26,59.82,997,0,0,
14:22:11,0.06,1,0,0,16:44:20,257.2,4287,0,0,17:44:27,62.1,1035,0,0,
14:22:12,0.54,9,0,0,16:44:21,253.4,4225,0,0,17:44:28,57.9,965,0,0,
14:22:13,0.18,3,0,0,16:44:22,262,4369,0,0,17:44:29,55.68,928,0,0,
14:22:14,0.18,3,0,0,16:44:23,255.4,4257,0,0,17:44:30,55.44,924,0,0,
14:22:15,0.42,7,0,0,16:44:24,249.6,4161,0,0,17:44:31,56.52,942,0,0,
14:22:16,0.3,5,0,0,16:44:25,246.8,4116,0,0,17:44:32,55.2,920,0,0,
14:22:17,93.86,1564,0,0,16:44:26,255.1,4254,0,0,17:44:33,51.24,854,0,0,
14:22:18,681.3,11354,0,0,16:44:27,243,4052,0,0,17:44:34,54.3,905,0,0,
14:22:19,889.3,14822,0,0,16:44:28,244.8,4082,0,0,17:44:35,51.9,865,0,0,
14:22:20,893.8,14898,0,0,16:44:29,254.1,4238,0,0,17:44:36,50.76,846,0,0,
14:22:21,884.2,14740,0,0,16:44:30,244.5,4078,0,0,17:44:37,52.38,873,0,0,
14:22:22,890.6,14845,0,0,16:44:31,246,4102,0,0,17:44:38,45.3,755,0,0,
14:22:23,895.1,14917,0,0,16:44:32,246.9,4116,0,0,17:44:39,46.08,768,0,0,
14:22:24,909.8,15161,0,0,16:44:33,245.8,4100,0,0,17:44:40,50.46,841,0,0,
14:22:25,907.5,15127,0,0,16:44:34,240.6,4010,0,0,17:44:41,53.22,887,0,0,
14:22:26,906.5,15109,0,0,16:44:35,236.9,3945,0,0,17:44:42,47.4,790,0,0,
14:22:27,918.2,15304,0,0,16:44:36,243.6,4059,0,0,17:44:43,43.56,726,0,0,
14:22:28,885.5,14759,0,0,16:44:37,235.2,3919,0,0,17:44:44,44.28,738,0,0,
14:22:29,912.7,15216,0,0,16:44:38,238,3966,0,0,17:44:45,42.54,709,0,0,
14:22:30,918.6,15308,0,0,16:44:39,230.8,3847,0,0,17:44:46,46.74,779,0,0,
14:22:31,891.4,14856,0,0,16:44:40,236.3,3937,0,0,17:44:47,42.18,703,0,0,
14:22:32,918.5,15305,0,0,16:44:41,231.1,3851,0,0,17:44:48,42.3,705,0,0,
14:22:33,903.2,15053,0,0,16:44:42,223.5,3722,0,0,17:44:49,41.34,689,0,0,
14:22:34,896.2,14937,0,0,16:44:43,228.8,3807,0,0,17:44:50,41.94,699,0,0,
14:22:35,878.3,14637,0,0,16:44:44,229.3,3818,0,0,17:44:51,41.76,696,0,0,
14:22:36,922.4,15371,0,0,16:44:45,226.5,3772,0,0,17:44:52,37.5,625,0,0,
14:22:37,883.9,14735,0,0,16:44:46,230.2,3835,0,0,17:44:53,40.68,678,0,0,
14:22:38,912.8,15216,0,0,16:44:47,229.9,3831,0,0,17:44:54,39.12,652,0,0,
14:22:39,952.9,15885,0,0,16:44:48,232,3863,0,0,17:44:55,37.62,627,0,0,
14:22:40,935,15584,0,0,16:44:49,222.9,3712,0,0,17:44:56,40.08,668,0,0,
14:22:41,922.6,15375,0,0,16:44:50,233.9,3896,0,0,17:44:57,38.1,635,0,0,
14:22:42,916.5,15273,0,0,16:44:51,233.6,3892,0,0,17:44:58,35.4,590,0,0,
14:22:43,882.8,14718,0,0,16:44:52,234.4,3903,0,0,17:44:59,37.5,625,0,0,
14:22:44,915.1,15253,0,0,16:44:53,237,3952,0,0,17:45:00,41.34,689,0,0,
14:22:45,910.5,15175,0,0,16:44:54,231.2,3848,0,0,17:45:01,37.02,617,0,0,
14:22:46,909.5,15158,0,0,16:44:55,238.8,3980,0,0,17:45:02,36.66,611,0,0,
14:22:47,917.5,15293,0,0,16:44:56,244.6,4077,0,0,17:45:03,34.44,574,0,0,
14:22:48,902,15035,0,0,16:44:57,236.6,3942,0,0,17:45:04,34.68,578,0,0,
14:22:49,882.1,14701,0,0,16:44:58,239.8,3998,0,0,17:45:05,36.3,605,0,0,
14:22:50,909.4,15158,0,0,16:44:59,246,4103,0,0,17:45:06,35.16,586,0,0,
14:22:51,928.6,15477,0,0,16:45:00,243.3,4055,0,0,17:45:07,35.88,598,0,0,
14:22:52,912.8,15214,0,0,16:45:01,245.7,4098,0,0,17:45:08,33.12,552,0,0,
